,apartment_name,build_year,area,floor,dong,road_name,road_name_bonbun,jibun,deal_amount,deal_day
788,부영벽산,1993,191.73,4, 구서동,중앙대로1929번길,00048,166-1,"    57,000",2022.2.12
789,구서동롯데캐슬골드2단지(1049),2006,59.81,7, 구서동,금강로,00503,1049,"    48,000",2022.2.12
790,구서동롯데캐슬골드2단지(1049),2006,84.98,22, 구서동,금강로,00503,1049,"    67,000",2022.2.12
791,구서동쌍용예가2단지,2010,84.9998,1, 구서동,금샘로,00262,1059,"    66,800",2022.2.13
792,산들파르테,2016,49.95,2, 구서동,구서중앙로15번길,00027,201-9,"    20,500",2022.2.15
793,구서다움,2013,79.4807,6, 구서동,금샘로,00266,681,"    35,000",2022.2.16
794,산들파르테2차,2018,48.5602,8, 구서동,구서중앙로,00006,184-24,"    22,600",2022.2.16
795,금강부광,1997,133.16,20, 구서동,금샘로229번길,00029,563-40,"    32,000",2022.2.17
796,구서우성,1994,84.97,4, 구서동,구서중앙로,00052,1027-1,"    37,700",2022.2.17
797,금강부광,1997,59.86,3, 구서동,금샘로229번길,00029,563-40,"    14,000",2022.2.18
798,태성캐슬,2018,79.7,3, 구서동,중앙대로1901번길,00053,203-24,"    32,000",2022.2.18
799,한일,1982,46.71,4, 구서동,금강로468번길,00019,252-7,"    39,000",2022.2.18
800,구서쌍용스윗닷홈,2003,138.93,1, 구서동,두실로,00069,1006-1,"    42,000",2022.2.19
801,구서신동아,1997,84.74,12, 구서동,중앙대로1929번길,00048,165-1,"    32,500",2022.2.21
802,선경2,1988,85,12, 구서동,구서중앙로,00020,185-1,"    70,000",2022.2.22
803,삼한골든뷰,2014,23.9243,13, 구서동,중앙대로,01967,162-4,"     7,500",2022.2.22
804,한신,1995,84.985,4,기장읍 동부리,차성로344번길,00013,151-5,"    29,000",2022.2.8
805,한신,1995,84.985,7,기장읍 동부리,차성로344번길,00013,151-5,"    28,500",2022.2.8
806,서린에코빌,1989,61.935,6,기장읍 동부리,차성로326번길,00019,158-3,"    15,000",2022.2.10
807,이진스카이빌,2004,59.97,5,기장읍 동부리,차성서로,00158,333,"    18,000",2022.2.11
808,동산그린타워,1992,58.7,4,기장읍 동부리,차성동로122번길,00030,374-11,"    11,500",2022.2.14
809,동산그린타워,1992,83.48,4,기장읍 동부리,차성동로122번길,00030,374-11,"    19,000",2022.2.19
810,부전베스트,1990,84.75,3,기장읍 동부리,차성동로142번길,00012,377-1,"    16,000",2022.2.25
811,더포인트,2012,47.0543,8,기장읍 동부리,차성로326번길,00023,158-5,"    14,800",2022.2.25
812,성신목화,1992,106.5,11,기장읍 교리,차성로,00442,251-3,"    21,900",2022.2.5
813,리츠빌리지,2014,84.7444,4,기장읍 교리,차성로365번길,00063,160-2,"    23,900",2022.2.6
814,이진캐스빌블루1차,2011,115.6401,23,기장읍 교리,차성로,00461,2,"    65,000",2022.2.7
815,문화그린맨션,1993,84.135,5,기장읍 교리,차성로417번길,00021,65,"    17,800",2022.2.8
816,태영,1995,59.75,8,기장읍 교리,차성로441번길,00007,14-5,"    16,700",2022.2.8
817,부전타워,1992,55.26,15,기장읍 교리,차성로436번길,00028,268,"    13,000",2022.2.8
818,가화랜드빌,2002,52.9649,3,기장읍 교리,차성동로,00168,352-4,"    11,650",2022.2.10
819,가화만사성,2004,53.4307,6,기장읍 교리,차성동로,00167,343-1,"    16,200",2022.2.14
820,부전타워,1992,78.83,12,기장읍 교리,차성동로172번길,00015,268,"    17,000",2022.2.17
821,이진캐스빌블루1차,2011,84.9005,7,기장읍 교리,차성로,00461,2,"    43,000",2022.2.19
822,이진캐스빌블루1차,2011,84.922,19,기장읍 교리,차성로,00461,2,"    45,000",2022.2.20
823,부전타워,1992,83.36,14,기장읍 교리,차성로436번길,00028,268,"    20,000",2022.2.21
824,태영,1995,59.75,11,기장읍 교리,차성로441번길,00007,14-5,"    17,950",2022.2.22
825,이진캐스빌블루1차,2011,84.9005,6,기장읍 교리,차성로,00461,2,"    44,500",2022.2.25
826,문화그린맨션,1993,59.91,12,기장읍 교리,차성로417번길,00021,65,"    12,300",2022.2.26
827,서부주공,2001,59.83,7,기장읍 서부리,차성서로,00123,101,"    22,000",2022.2.11
828,서부주공,2001,59.92,1,기장읍 서부리,차성서로,00123,101,"    20,700",2022.2.11
829,이진테마빌,2000,33.6966,3,기장읍 서부리,배산로8번길,00065,402,"     7,800",2022.2.12
830,이진테마빌,2000,48.598,8,기장읍 서부리,배산로8번길,00065,402,"    13,500",2022.2.14
831,이진테마빌,2000,48.598,8,기장읍 서부리,배산로8번길,00065,402,"    13,500",2022.2.14
832,서부주공,2001,59.92,2,기장읍 서부리,차성서로,00123,101,"    20,700",2022.2.20
833,서부주공,2001,46.2,1,기장읍 서부리,차성서로,00123,101,"    16,800",2022.2.25
834,씨엘늘채움,2007,78.0341,12,기장읍 대라리,차성남로,00008,925,"    24,500",2022.2.3
835,담덕기장센텀,2014,72.74,8,기장읍 대라리,차성동로45번길,00031,126-2,"    24,900",2022.2.3
836,기장마르빌,2003,69.97,5,기장읍 대라리,차성남로51번길,00007,419-15,"    15,500",2022.2.4
837,동부산렉슬,2017,81.65,6,기장읍 대라리,차성동로45번길,00001,85,"    23,700",2022.2.9
838,이진캐스빌,2003,49.2,17,기장읍 대라리,차성서로,00051,240,"    15,600",2022.2.13
839,행복리치빌아파트,2018,72.2026,4,기장읍 대라리,차성서로77번길,00036,905,"    21,500",2022.2.13
840,동우그린빌라가동,2000,74.345,2,기장읍 대라리,차성로215번길,00018,162-9,"    10,000",2022.2.14
841,담덕기장센텀,2014,48.54,9,기장읍 대라리,차성동로45번길,00031,126-2,"    13,500",2022.2.14
842,수신,2009,47.18,4,기장읍 대라리,대청로36번길,00043,174-1,"     8,500",2022.2.14
843,대라하이츠,1996,56.7,3,기장읍 대라리,대청로,00013,260-3,"     6,500",2022.2.15
844,동양주택,1992,116.37,8,기장읍 대라리,차성로,00290,418-1,"    16,700",2022.2.17
845,에코하임기장,2017,49.8565,10,기장읍 대라리,차성남로89번길,00004,94-8,"    17,000",2022.2.19
846,금강로즈맨션,1990,84.96,6,기장읍 대라리,차성동로31번길,00026,129-9,"     8,000",2022.2.21
847,이진캐스빌,2003,59.91,16,기장읍 대라리,차성서로,00051,240,"    19,500",2022.2.24
848,이진캐스빌,2003,59.91,14,기장읍 대라리,차성서로,00051,240,"    19,800",2022.2.25
849,금강로즈,1991,80.3,6,기장읍 대라리,차성로242번길,00016,148-1,"     5,800",2022.2.25
850,이진캐스빌골드,2004,84.5689,2,기장읍 대라리,대청로,00007,251,"    33,000",2022.2.28
851,덕주빌라,1992,84.69,3,기장읍 청강리,청강로,00023,227,"    12,000",2022.2.8
852,대동레미안센트럴시티,2016,45.27,2,기장읍 청강리,기장대로,00465,291-7,"    12,000",2022.2.11
853,청강주공,1990,39.3,1,기장읍 청강리,청강로,00006,333,"    21,500",2022.2.19
854,대호(967-2),1978,68.1,2, 대연동,유엔평화로66번길,00026,967-2,"    12,700",2022.2.3
855,마마(1781-66),1988,61.115,1, 대연동,진남로127번길,00076,1781-66,"    24,800",2022.2.4
856,신원,2000,183.43,17, 대연동,황령대로319번가길,00158,245-137,"    43,000",2022.2.4
857,대우,1996,59.88,1, 대연동,홍곡로,00343,1170-2,"    18,400",2022.2.5
858,대우그린1,1997,84.95,6, 대연동,황령대로319번가길,00190,245,"    26,000",2022.2.7
859,대연롯데캐슬레전드1단지,2018,84.95,31, 대연동,수영로,00135,1872,"    94,900",2022.2.7
860,대연그린(281-52),1995,84.6,1, 대연동,못골번영로66번길,00069,281-52,"    18,150",2022.2.8
861,대연자이,2019,59.8922,29, 대연동,유엔로,00246,1912,"    70,500",2022.2.8
862,예광스카이빌라,2001,81.0075,5, 대연동,유엔평화로3번길,00015,1740-13,"    25,800",2022.2.8
863,대우그린2,2000,131.63,2, 대연동,황령대로319번가길,00189,242-1,"    38,000",2022.2.8
864,대연극동StarClass,2002,59.73,3, 대연동,진남로36번길,00050,282-1,"    23,300",2022.2.9
865,마로니에타운,2003,27,6, 대연동,수영로325번길,00011,86-3,"     7,750",2022.2.10
866,벽산e-솔렌스힐,2015,16.6503,8, 대연동,수영로,00283,384-26,"     9,450",2022.2.10
867,벽산e-솔렌스힐,2015,16.6503,5, 대연동,수영로,00283,384-26,"     8,900",2022.2.10
868,대연파크푸르지오,2018,84.9866,3, 대연동,홍곡로,00360,1893,"    59,600",2022.2.11
869,대승타워,1998,33.1,17, 대연동,수영로,00304,72-23,"    10,500",2022.2.12
870,대연롯데캐슬레전드1단지,2018,59.94,30, 대연동,수영로,00135,1872,"    64,500",2022.2.12
871,대우그린2,2000,131.63,10, 대연동,황령대로319번가길,00189,242-1,"    40,000",2022.2.14
872,마마(1781-66),1988,70.955,5, 대연동,진남로127번길,00076,1781-66,"    25,000",2022.2.15
873,보해이브아파트,2015,66.5503,7, 대연동,수영로266번길,00010,375-3,"    33,200",2022.2.15
874,대동아이파크,2015,67.22,3, 대연동,진남로46번길,00061,1482-1,"    25,900",2022.2.15
875,부림(1802-8),2003,75.56,9, 대연동,진남로,00100,1802-8,"    23,800",2022.2.15
876,흑석파크,2003,84.26,5, 대연동,유엔평화로29번길,00005,888-12,"    27,500",2022.2.15
877,삼원그린(1733-10),2002,84.71,4, 대연동,유엔로157번나길,00009,1733-10,"    25,500",2022.2.18
878,경동메르빌,2005,59.9094,5, 대연동,황령대로319번길,00026,252-1,"    26,750",2022.2.21
879,대연롯데캐슬레전드1단지,2018,39.7,2, 대연동,수영로,00135,1872,"    27,000",2022.2.21
880,대연롯데캐슬레전드1단지,2018,39.7,2, 대연동,수영로,00135,1872,"    27,000",2022.2.21
881,삼익그린,2001,84.98,22, 대연동,황령대로319번가길,00142,245-23,"    29,000",2022.2.23
882,대연동동일스위트,2004,31.8492,5, 대연동,수영로,00294,74-2,"    10,000",2022.2.23
883,대연롯데캐슬,2015,84.4873,21, 대연동,수영로325번길,00061,1865,"    86,000",2022.2.25
884,대연힐스테이트푸르지오,2013,84.38,21, 대연동,수영로,00345,1858,"   100,500",2022.2.27
885,대우그린1,1997,59.99,7, 대연동,황령대로319번가길,00190,245,"    18,400",2022.2.28
886,경동메르빌,2005,84.9227,21, 대연동,황령대로319번길,00026,252-1,"    32,500",2022.2.28
887,동일타운,1991,114.1,12, 용호동,동명로170번길,00093,522-2,"    31,400",2022.2.4
888,동림빌라(B),1993,59.94,5, 용호동,동명로145번가길,00016,392-6,"    42,000",2022.2.5
889,오륙도에스케이뷰,2008,84.9636,2, 용호동,오륙도로,00085,944,"    54,500",2022.2.5
890,오륙도에스케이뷰,2008,84.9636,3, 용호동,오륙도로,00085,944,"    59,000",2022.2.9
891,대광타워맨션,1995,84.93,11, 용호동,이기대공원로26번길,00045,467,"    20,500",2022.2.12
892,오륙도에스케이뷰,2008,174.107,13, 용호동,오륙도로,00085,944,"   135,000",2022.2.12
893,벽산화이트타워,1994,59.97,22, 용호동,용호로269번길,00090,776-3,"    14,200",2022.2.12
894,벽산화이트타워,1994,59.97,22, 용호동,용호로269번길,00090,776-3,"    14,200",2022.2.12
895,일신프리빌리지,1996,59.96,10, 용호동,용호로,00034,179-4,"    33,500",2022.2.16
896,오륙도에스케이뷰,2008,98.4097,16, 용호동,오륙도로,00085,944,"    69,000",2022.2.17
897,벽산화이트타워,1994,84.92,17, 용호동,용호로269번길,00090,776-3,"    23,700",2022.2.18
898,분포맨션(나),1984,63.72,1, 용호동,용호로109번길,00010,368-17,"    30,000",2022.2.19
899,가람빌리지,1992,84.28,2, 용호동,동명로101번길,00123,242-1,"    17,000",2022.2.20
900,한진훼미리타운,1996,48.72,19, 용호동,용호로232번길,00061,537-13,"    11,500",2022.2.23
901,GS하이츠자이,2008,151.2798,7, 용호동,신선로,00566,197,"   137,000",2022.2.23
902,엘지메트로시티1,2001,84.98,9, 용호동,분포로,00111,176-30,"    67,000",2022.2.25
903,오륙도 뜨란채,2000,49.62,4, 용호동,용호로269번길,00029,563-1,"    19,000",2022.2.26
904,장원하이드파크,2017,105.177,8, 초량동,중앙대로296번길,00011,1160-11,"    37,000",2022.2.3
905,토마하우스,1999,33.37,4, 초량동,중앙대로179번길,00030,591-4,"     4,200",2022.2.25
906,아르미나아파트,2001,58.66,9, 수정동,홍곡남로,00050,1048-35,"    23,600",2022.2.9
907,덕림아파트,1978,59.31,4, 수정동,망양로668번길,00028,1048-4,"    12,500",2022.2.19
908,협성휴포레부산진역오션뷰,2019,69.5108,37, 수정동,중앙대로,00357,1352,"    81,000",2022.2.19
909,수정,1962,36.36,3, 수정동,수정공원남로,00066,1161-7,"    10,600",2022.2.19
910,수정,1962,36.36,1, 수정동,수정공원남로,00066,1161-7,"    10,000",2022.2.21
911,아르미나아파트,2001,58.66,16, 수정동,홍곡남로,00050,1048-35,"    23,900",2022.2.21
912,센텀동원아파트,2016,45.57,5, 수정동,고관로,00086,101-6,"    19,800",2022.2.24
913,협성휴포레부산진역오션뷰,2019,69.5108,37, 수정동,중앙대로,00357,1352,"    80,000",2022.2.26
914,문화,1962,39.67,4, 좌천동,증산동로,00053,728-3,"     5,900",2022.2.8
915,린다스마트포레,2018,42.0056,8, 좌천동,정공단로,00008,548,"    17,000",2022.2.9
916,좌천서린엘마르더뷰,2018,59.8947,2, 좌천동,망양로,00850,1170,"    27,500",2022.2.20
917,좌천시민(741-1),1962,36.4,5, 좌천동,성북로22번길,00017,741-1,"     3,600",2022.2.25
918,좌천서린엘마르더뷰,2018,59.8947,16, 좌천동,망양로,00850,1170,"    30,500",2022.2.25
919,좌천시민(741-1),1962,36.4,5, 좌천동,성북로22번길,00017,741-1,"     3,750",2022.2.25
920,오션브릿지,2018,84.95,17, 범일동,범일로,00041,1655,"    56,000",2022.2.10
921,두산위브포세이돈2,2006,84.99,3, 범일동,자성로116번길,00002,825-7,"    47,500",2022.2.12
922,두산위브포세이돈2,2006,84.99,26, 범일동,자성로116번길,00002,825-7,"    51,500",2022.2.24
923,범일동서면영동리원,2018,68.7663,15, 범일동,범곡북로,00015,1307-14,"    25,000",2022.2.26
924,범일역이즈팰리스,2016,49.25,9, 범일동,조방로26번길,00007,830-197,"    23,000",2022.2.28
925,삼보(290-2),1986,52.74,2, 명장동,시실로,00202,290-2,"    21,750",2022.2.3
926,명장경동,1992,84.51,8, 명장동,명서로,00182,22-1,"    40,500",2022.2.8
927,국제파크,1996,84.8,8, 명장동,충렬사로,00081,26-24,"    34,200",2022.2.8
928,봉황맨션D,1981,69.09,5, 명장동,반송로247번길,00026,29-101,"    27,000",2022.2.10
929,대가하이츠,2017,59.489,4, 명장동,시실로,00154,616,"    22,800",2022.2.24
930,동남타워,1992,81.65,10, 명장동,시실로,00156,517-2,"    21,150",2022.2.26
931,안락뜨란채2단지,2005,84.92,5, 안락동,연안로,00074,1242,"    55,000",2022.2.4
932,안락뜨란채2단지,2005,59.98,18, 안락동,연안로,00074,1242,"    44,000",2022.2.8
933,센텀유림노르웨이숲,2013,84.8439,2, 안락동,연안로58번가길,00010,169-1,"    41,300",2022.2.8
934,강변뜨란채,2006,74.65,8, 안락동,안남로,00079,1251,"    55,500",2022.2.9
935,삼성,1975,58.81,1, 안락동,안락로,00059,445-8,"    26,000",2022.2.10
936,안락뜨란채1단지,2005,74.65,1, 안락동,연안로,00071,1240,"    46,500",2022.2.15
937,충렬지음,2019,49.024,9, 안락동,충렬대로,00370,433-4,"    20,900",2022.2.15
938,안락SKVIEW,1999,84.93,18, 안락동,충렬대로,00487,472-57,"    50,000",2022.2.16
939,석천,1992,73.65,3, 안락동,안연로,00084,733-1,"    23,300",2022.2.19
940,안락뜨란채2단지,2005,59.98,3, 안락동,연안로,00074,1242,"    42,700",2022.2.19
941,화목,1990,84.95,2, 안락동,충렬사로,00039,962,"    30,000",2022.2.21
942,안락현대,2001,84.83,4, 안락동,삼어로,00009,15-26,"    41,500",2022.2.24
943,충렬지음,2019,49.024,3, 안락동,충렬대로,00370,433-4,"    19,600",2022.2.28
944,포레나동래,2019,84.6439,5, 낙민동,온천천로339번길,00051,326,"    76,500",2022.2.9
945,한신,1999,77.04,8, 낙민동,안남로,00046,93-1,"    39,200",2022.2.10
946,한신,1999,77.04,19, 낙민동,안남로,00046,93-1,"    38,300",2022.2.11
947,한신,1999,123.73,8, 낙민동,안남로,00046,93-1,"    52,800",2022.2.12
948,중앙하이츠2,1996,59.9,16, 낙민동,안남로,00036,90-6,"    29,500",2022.2.13
949,중앙하이츠2,1996,59.9,18, 낙민동,안남로,00036,90-6,"    27,500",2022.2.14
950,동일센트럴,2011,67.6365,11, 낙민동,충렬대로256번가길,00012,296-1,"    20,000",2022.2.15
951,중앙하이츠1,1994,59.9,6, 낙민동,안남로31번길,00010,91-2,"    27,500",2022.2.21
952,온천천경동리인타워,2019,84.9387,14, 낙민동,수안로8번길,00062,327,"    74,000",2022.2.21
953,한신,1999,123.73,2, 낙민동,안남로,00046,93-1,"    47,000",2022.2.25
954,중앙하이츠1,1994,84.83,6, 낙민동,안남로31번길,00010,91-2,"    39,000",2022.2.26
955,한신,1999,84.93,3, 낙민동,안남로,00046,93-1,"    39,800",2022.2.26
956,제일(8-4),1978,67.97,2, 수안동,충렬대로202번길,00077,8-4,"    26,500",2022.2.11
957,프랜즈원룸,2005,23.76,7, 수안동,온천천로,00255,11-28,"     6,200",2022.2.14
958,금양해바라기2,1981,71.8,4, 수안동,충렬대로202번길,00014,665-1,"    75,000",2022.2.18
959,명륜2차아이파크1단지,2015,84.8232,9, 명륜동,시실로,00049,782,"    65,000",2022.2.3
960,명륜동힐스테이트,2018,84.9773,4, 명륜동,명륜로,00222,795,"    87,000",2022.2.12
961,동래롯데캐슬퀸,2020,84.9142,13, 명륜동,온천천로,00165,533-229,"    60,000",2022.2.15
962,명륜2차아이파크1단지,2015,84.9138,24, 명륜동,시실로,00049,782,"    75,500",2022.2.19
963,명륜2차아이파크1단지,2015,84.8232,9, 명륜동,시실로,00049,782,"    67,000",2022.2.21
964,명륜2차아이파크1단지,2015,84.8232,9, 명륜동,시실로,00049,782,"    67,000",2022.2.21
965,천일스카이원,2018,49.992,16, 명륜동,명륜로,00151,618-5,"    28,000",2022.2.22
966,온천프라자,1996,40.5,7, 온천동,금강로,00069,435-1,"    14,250",2022.2.2
967,동래3차SKVIEW,2021,59.962,2, 온천동,온천장로65번길,00009,1850,"    28,300",2022.2.3
968,삼정그린코아,2003,59.83,1, 온천동,쇠미로129번길,00091,1654,"    14,500",2022.2.4
969,동래3차SKVIEW,2021,84.816,4, 온천동,온천장로65번길,00009,1850,"    38,904",2022.2.4
970,동래3차SKVIEW,2021,84.816,4, 온천동,온천장로65번길,00009,1850,"    38,904",2022.2.4
971,GLG스파타운,2003,84.99,6, 온천동,충렬대로100번길,00012,1426-9,"    25,500",2022.2.4
972,동경쉐르빌,2003,84.5,8, 온천동,미남로,00122,1447-16,"    29,400",2022.2.5
973,SK허브올리브,2006,53.29,29, 온천동,금강공원로,00002,161-1,"    18,500",2022.2.5
974,동래SKVIEW,2006,84.7556,4, 온천동,중앙대로1381번길,00052,758-12,"    69,700",2022.2.5
975,양정이즈카운티,2020,48.9,22, 양정동,양지로14번길,00024,367-14,"    27,500",2022.2.5
976,현대2차,1998,59.95,6, 양정동,거제대로,00037,458-20,"    38,700",2022.2.8
977,양정센텀,2015,84.64,7, 양정동,연수로,00057,109-9,"    25,500",2022.2.10
978,백조,1983,124.44,8, 양정동,동평로,00409,406-4,"    73,000",2022.2.12
979,대능더에스티지,2019,49.0228,12, 양정동,중앙대로,00889,401-5,"    26,000",2022.2.12
980,대능더에스티지,2019,49.0228,12, 양정동,중앙대로,00889,401-5,"    25,000",2022.2.12
981,양정센텀,2015,50.59,15, 양정동,연수로,00057,109-9,"    13,000",2022.2.12
982,우호스카이빌,2004,37.83,9, 양정동,거제대로,00016,401-8,"     8,000",2022.2.18
983,양정센텀,2015,84.97,9, 양정동,연수로,00057,109-9,"    25,000",2022.2.18
984,롯데갤러리움,2006,84.94,17, 양정동,중앙대로969번길,00011,273-1,"    47,000",2022.2.18
985,현대2차,1998,59.95,13, 양정동,거제대로,00037,458-20,"    30,000",2022.2.21
986,현대1차,1997,59.95,9, 양정동,동평로,00352,458-5,"    38,000",2022.2.23
987,양정메트로하이츠,2006,84.0514,12, 전포동,진남로,00477,9,"    39,000",2022.2.3
988,서면대우디오빌2,2005,32.6,25, 전포동,전포대로,00274,181-1,"     9,200",2022.2.4
989,서면롯데캐슬스카이,2004,33.7495,22, 전포동,전포대로275번길,00020,587,"    16,000",2022.2.5
990,몽뜨레,2013,23.75,13, 전포동,전포대로189번길,00030,693-2,"     7,800",2022.2.5
991,한라비발디,2005,84.8659,10, 전포동,전포대로,00156,362-64,"    52,800",2022.2.7
992,한라비발디,2005,84.8659,28, 전포동,전포대로,00156,362-64,"    58,500",2022.2.7
993,서면롯데캐슬스카이,2004,33.7495,13, 전포동,전포대로275번길,00020,587,"    15,500",2022.2.9
994,몽뜨레,2013,23.75,8, 전포동,전포대로189번길,00030,693-2,"     8,800",2022.2.9
995,한일유앤아이(890-1),2006,84.99,4, 전포동,전포대로171번길,00013,890-1,"    32,000",2022.2.9
996,서면노르웨이아침,2004,30.49,13, 전포동,동천로,00010,892-21,"     6,450",2022.2.10
997,한웅인터빌,2004,26.25,15, 전포동,전포대로,00162,362-62,"     5,650",2022.2.11
998,서면쌍용플래티넘,2004,29.775,9, 전포동,동천로,00070,683-11,"     9,000",2022.2.11
999,서면한신,1997,59.84,13, 전포동,전포대로,00294,33-9,"    38,000",2022.2.12
1000,한라비발디,2005,84.9855,32, 전포동,전포대로,00156,362-64,"    55,700",2022.2.12
1001,서면한신,1997,59.84,13, 전포동,전포대로,00294,33-9,"    38,000",2022.2.12
1002,화신거화,1993,84.69,7, 전포동,진남로,00388,191-3,"    23,800",2022.2.14
1003,한일유앤아이(890-1),2006,84.89,3, 전포동,전포대로171번길,00013,890-1,"    28,000",2022.2.14
1004,한일유앤아이(890-1),2006,84.71,12, 전포동,전포대로171번길,00013,890-1,"    30,700",2022.2.17
1005,한울트라움,2013,84.6593,8, 전포동,전포대로275번길,00013,591-1,"    35,000",2022.2.17
1006,서면롯데캐슬스카이,2004,33.7495,20, 전포동,전포대로275번길,00020,587,"    15,500",2022.2.18
1007,스윗팰리스,2018,45.7,14, 전포동,전포대로,00204,312-31,"    23,800",2022.2.18
1008,서면롯데캐슬스카이,2004,84.8167,4, 전포동,전포대로275번길,00020,587,"    64,000",2022.2.19
1009,서면노르웨이아침,2004,30.49,13, 전포동,동천로,00010,892-21,"     7,500",2022.2.21
1010,서면노르웨이아침,2004,30.49,21, 전포동,동천로,00010,892-21,"     6,500",2022.2.21
1011,한웅인터빌,2004,31.87,16, 전포동,전포대로,00162,362-62,"     7,300",2022.2.23
1012,서면아이파크1단지,2021,72.7414,25, 전포동,동성로,00050,908,"    69,000",2022.2.25
1013,스윗팰리스,2018,45.7,4, 전포동,전포대로,00204,312-31,"    22,000",2022.2.25
1014,서면롯데캐슬스카이,2004,33.7495,17, 전포동,전포대로275번길,00020,587,"    16,000",2022.2.26
1015,동연아미가,2003,22.14,8, 전포동,동성로,00133,635-1,"     5,500",2022.2.28
1016,HY원룸,2003,24.28,12, 부전동,부전로,00101,417-8,"     7,000",2022.2.6
1017,대동레미안더오션2,2017,31.11,6, 부전동,가야대로755번길,00026,417-6,"    17,200",2022.2.8
1018,한솔폴라리스,2005,76.11,19, 부전동,가야대로,00754,505-6,"    28,000",2022.2.11
1019,네오스포,1999,59.901,16, 부전동,신천대로,00122,450,"    19,900",2022.2.19
1020,범내골역한라비발디STUDIO422,2013,23.8499,10, 범천동,범천로,00022,1000-24,"     7,680",2022.2.4
1021,서면DS·협성엘리시안아파트,2017,59.8084,9, 범천동,만리산로,00011,1647,"    41,800",2022.2.7
1022,경남,2003,59.9425,3, 범천동,신암로,00032,944-1,"    32,000",2022.2.9
1023,두산위브센티움,2005,77.14,10, 범천동,자유평화로37번길,00067,842-2,"    39,500",2022.2.12
1024,서면이-편한세상,2006,84.874,19, 범천동,가야대로,00702,1054,"    54,150",2022.2.12
1025,협진태양·조성아파트,1994,67.97,6, 금곡동,효열로162번길,00039,97-11,"    16,000",2022.2.8
1026,화명한일유앤아이,2002,59.7,17, 금곡동,화명신도시로,00194,1898,"    34,000",2022.2.8
1027,금곡9단지주공,1996,39.43,12, 금곡동,효열로,00098,810,"     8,600",2022.2.9
1028,대우이안,2006,84.9387,1, 금곡동,금곡대로550번길,00006,1909,"    25,300",2022.2.9
1029,금곡화목타운,1994,68.12,1, 금곡동,효열로220번길,00022,97-10,"    12,800",2022.2.9
1030,금곡3단지주공,1994,41.85,8, 금곡동,효열로220번길,00023,57-1,"     8,100",2022.2.10
1031,금곡9단지주공,1996,39.41,19, 금곡동,효열로,00098,810,"     9,500",2022.2.11
1032,금곡9단지주공,1996,39.41,7, 금곡동,효열로,00098,810,"     8,000",2022.2.11
1033,금곡3단지주공,1994,59.97,1, 금곡동,효열로220번길,00023,57-1,"    12,000",2022.2.14
1034,금곡9단지주공,1996,39.41,7, 금곡동,효열로,00098,810,"     8,000",2022.2.15
1035,금곡5단지주공,1994,41.85,7, 금곡동,효열로37번길,00022,1112-2,"    11,300",2022.2.16
1036,금곡8단지주공,1996,42.29,15, 금곡동,효열로,00134,810,"     9,000",2022.2.17
1037,금곡9단지주공,1996,39.41,3, 금곡동,효열로,00098,810,"     7,900",2022.2.18
1038,금곡3단지주공,1994,41.85,4, 금곡동,효열로220번길,00023,57-1,"     9,500",2022.2.19
1039,대우이안,2006,84.9387,15, 금곡동,금곡대로550번길,00006,1909,"    34,500",2022.2.19
1040,금곡8단지주공,1996,48.85,6, 금곡동,효열로,00134,810,"    11,500",2022.2.23
1041,화명한일유앤아이,2002,83.5,23, 금곡동,화명신도시로,00194,1898,"    40,900",2022.2.23
1042,유림2차(2),1994,88.57,4, 금곡동,금곡대로616번길,00057,94-1,"    22,900",2022.2.25
1043,화명뜨란채,2004,76.72,9, 금곡동,화명신도시로,00219,1895,"    36,500",2022.2.25
1044,금곡3단지주공,1994,59.97,3, 금곡동,효열로220번길,00023,57-1,"    14,300",2022.2.26
1045,금곡3단지주공,1994,41.85,11, 금곡동,효열로220번길,00023,57-1,"     8,750",2022.2.26
1046,금곡5단지주공,1994,49.77,8, 금곡동,효열로37번길,00022,1112-2,"    13,000",2022.2.28
1047,화명뜨란채,2004,84.68,19, 금곡동,화명신도시로,00219,1895,"    40,000",2022.2.28
1048,금곡8단지주공,1996,42.29,15, 금곡동,효열로,00134,810,"     9,000",2022.2.28
1049,금곡8단지주공,1996,42.29,12, 금곡동,효열로,00134,810,"     9,500",2022.2.28
1050,벽산강변타운,1995,74.48,12, 화명동,양달로9번길,00021,188,"    20,600",2022.2.3
1051,동원로얄듀크,2004,84.9949,6, 화명동,금곡대로,00228,1150,"    40,700",2022.2.3
1052,대림타운,1998,84.99,22, 화명동,금곡대로,00268,1170-1,"    36,000",2022.2.4
1053,아덴펜트하우스,2021,23.357,10, 화명동,화명대로,00005,2270-5,"    20,625",2022.2.4
1054,도시화명그린(313),1996,59.82,1, 화명동,양달로,00080,313,"    13,500",2022.2.10
1055,수정강변타운,2001,49.82,7, 화명동,학사로17번길,00031,2322,"    22,900",2022.2.10
1056,대우이안,2002,83.7711,18, 화명동,화명신도시로,00145,2262,"    56,800",2022.2.12
1057,화명그린힐,2003,55.38,8, 화명동,화명대로94번길,00045,754,"    19,000",2022.2.13
1058,화명유림,2000,59.921,7, 화명동,화명대로,00110,749,"    18,000",2022.2.14
1059,화명롯데캐슬카이저,2012,84.77,24, 화명동,금곡대로,00166,2324,"    73,000",2022.2.14
