,apartment_name,build_year,area,floor,dong,road_name,road_name_bonbun,jibun,deal_amount,deal_day
0,우창팰리스,2017,65.4,8, 대저1동,낙동북로187번길,00010,1728-1,"    22,700",2022.1.1
1,명지1차 금강펜테리움 센트럴파크,2015,61.2559,21, 명지동,명지국제5로,00059,3354,"    43,000",2022.1.1
2,명지협성휴포레,2016,54.3113,4, 명지동,명지국제5로,00141,3328,"    31,500",2022.1.1
3,퀸덤1차링컨타운,2009,232.09,13, 명지동,명지오션시티10로,00016,3231,"   131,500",2022.1.3
4,명지2차금강펜테리움센트럴파크,2016,66.6612,29, 명지동,명지국제5로,00109,3343,"    48,500",2022.1.3
5,엘크루블루오션,2012,179.97,9, 명지동,명지오션시티12로,00092,3243,"   117,000",2022.1.3
6,엘크루블루오션,2012,147.52,9, 명지동,명지오션시티6로,00033,3243,"    86,500",2022.1.5
7,부산명지중흥S-클래스프라디움,2016,59.9882,23, 명지동,명지국제7로,00133,3400,"    39,000",2022.1.6
8,엘크루솔마레,2014,84.981,4, 명지동,명지오션시티12로,00010,3235,"    51,000",2022.1.7
9,극동스타클래스,2008,101.96,14, 명지동,명지오션시티2로,00071,3233,"    47,500",2022.1.8
10,명지협성휴포레,2016,59.9858,10, 명지동,명지국제5로,00141,3328,"    38,000",2022.1.8
11,명지협성휴포레,2016,59.9858,12, 명지동,명지국제5로,00141,3328,"    39,500",2022.1.8
12,명지2차금강펜테리움센트럴파크,2016,66.0657,2, 명지동,명지국제5로,00109,3343,"    34,800",2022.1.8
13,퀸덤1차링컨타운,2009,101.4,13, 명지동,명지오션시티10로,00016,3231,"    51,500",2022.1.8
14,명지협성휴포레,2016,59.9566,14, 명지동,명지국제5로,00141,3328,"    36,600",2022.1.9
15,명지1차 금강펜테리움 센트럴파크,2015,61.2559,18, 명지동,명지국제5로,00059,3354,"    40,000",2022.1.11
16,명지오션시티삼정그린코아,2014,79.1779,4, 명지동,명지오션시티10로,00114,3246,"    38,900",2022.1.14
17,명지더웨스턴,2018,84.61,15, 명지동,명지국제7로,00111,3399,"    62,500",2022.1.14
18,명지1차 금강펜테리움 센트럴파크,2015,61.254,19, 명지동,명지국제5로,00059,3354,"    41,000",2022.1.14
19,명지국제신도시호반베르디움2차,2017,84.8015,13, 명지동,명지국제5로,00089,3344,"    58,000",2022.1.15
20,퀸덤1차아인슈타인타운,2009,101.86,14, 명지동,명지오션시티11로,00051,3232,"    54,000",2022.1.17
21,명지두산위브포세이돈,2013,84.9819,9, 명지동,명지오션시티11로,00022,3234,"    54,000",2022.1.18
22,더에듀팰리스부영,2019,135.3039,17, 명지동,명지국제7로,00110,3404,"   107,700",2022.1.18
23,롯데캐슬,2008,147.94,6, 명지동,명지오션시티11로,00084,3244,"    62,000",2022.1.19
24,명지두산위브포세이돈,2013,70.8693,6, 명지동,명지오션시티11로,00022,3234,"    37,000",2022.1.20
25,부산명지중흥S-클래스에듀오션,2018,84.6651,2, 명지동,명지국제5로,00090,3350,"    58,500",2022.1.20
26,명지1차 금강펜테리움 센트럴파크,2015,61.254,20, 명지동,명지국제5로,00059,3354,"    42,500",2022.1.22
27,명지더웨스턴,2018,84.56,3, 명지동,명지국제7로,00111,3399,"    58,500",2022.1.22
28,명지대방노블랜드오션뷰2차,2016,84.9975,19, 명지동,명지국제5로,00011,3417,"    62,000",2022.1.22
29,퀸덤1차링컨타운,2009,101.4,4, 명지동,명지오션시티10로,00016,3231,"    49,500",2022.1.23
30,극동스타클래스,2008,84.97,7, 명지동,명지오션시티2로,00071,3233,"    38,700",2022.1.24
31,부산명지중흥S-클래스프라디움,2016,59.9962,6, 명지동,명지국제7로,00133,3400,"    39,000",2022.1.24
32,엘크루블루오션,2012,124.71,1, 명지동,명지오션시티6로,00033,3243,"    69,700",2022.1.24
33,극동스타클래스,2008,84.97,9, 명지동,명지오션시티2로,00071,3233,"    38,000",2022.1.25
34,에일린의 뜰,2015,84.9898,1, 명지동,명지국제5로,00060,3361,"    58,500",2022.1.25
35,명지국제신도시호반베르디움2차,2017,70.8176,11, 명지동,명지국제5로,00089,3344,"    50,000",2022.1.26
36,명지국제신도시호반베르디움1차,2016,74.8162,25, 명지동,명지국제5로,00029,3415,"    59,000",2022.1.27
37,부산명지중흥S-클래스프라디움,2016,59.9882,9, 명지동,명지국제7로,00133,3400,"    39,800",2022.1.27
38,명지협성휴포레,2016,59.9566,14, 명지동,명지국제5로,00141,3328,"    35,500",2022.1.27
39,명지대방노블랜드오션뷰1차,2015,84.9341,15, 명지동,명지국제5로,00030,3423,"    64,500",2022.1.27
40,엘크루블루오션,2012,124.47,6, 명지동,명지오션시티6로,00033,3243,"    75,000",2022.1.28
41,명지더웨스턴,2018,74.62,3, 명지동,명지국제7로,00111,3399,"    49,750",2022.1.28
42,에일린의 뜰,2015,66.9377,14, 명지동,명지국제5로,00060,3361,"    46,800",2022.1.28
43,명지오션시티삼정그린코아,2014,70.6904,7, 명지동,명지오션시티10로,00114,3246,"    39,900",2022.1.28
44,명지1차 금강펜테리움 센트럴파크,2015,84.2591,25, 명지동,명지국제5로,00059,3354,"    59,000",2022.1.29
45,명지2차금강펜테리움센트럴파크,2016,66.6612,22, 명지동,명지국제5로,00109,3343,"    43,000",2022.1.29
46,지사금강펜테리움,2013,59.9875,7, 지사동,과학산단2로20번길,00069,1184-1,"    16,200",2022.1.2
47,지사과학삼정그린코아,2017,59.9971,17, 지사동,과학산단2로20번길,00091,1185-1,"    17,900",2022.1.5
48,지사금강펜테리움,2013,59.9843,16, 지사동,과학산단2로20번길,00069,1184-1,"    18,500",2022.1.8
49,협성·DS엘리시안,2015,59.9588,14, 지사동,과학산단로306번길,00010,1186,"    17,000",2022.1.8
50,우창그랜드빌라,1992,130.57,4, 청룡동,청룡로62번길,00015,632-4,"    35,000",2022.1.3
51,동산오챠드힐,2002,69.51,5, 청룡동,청룡예전로,00017,33-4,"    20,500",2022.1.10
52,세왕자이연,2014,69.89,12, 청룡동,청룡예전로,00006,28-12,"    23,500",2022.1.19
53,석산7,1991,82.03,1, 남산동,팔송로45번길,00018,967-7,"    17,300",2022.1.3
54,미화,1992,84.38,9, 남산동,금단로,00156,265-37,"    15,700",2022.1.7
55,남산하이츠타운,1997,59.95,7, 남산동,중앙대로1985번길,00032,61,"    20,700",2022.1.13
56,현대그레이스,1994,84.16,5, 남산동,벅구산로,00025,374-68,"    17,300",2022.1.18
57,지성캐슬,2015,73.0506,3, 남산동,중앙대로,02089,48-1,"    26,000",2022.1.24
58,동광세화맨션,1985,65.7,6, 남산동,중앙대로,02000,39-1,"    15,200",2022.1.27
59,구서시티타워,2005,37.962,6, 구서동,금정로233번길,00031,415-3,"    13,000",2022.1.1
60,유림노르웨이아침,2004,50.49,8, 구서동,중앙대로,01799,420-12,"    13,900",2022.1.3
61,구서시티타워,2005,79.427,2, 구서동,금정로233번길,00031,415-3,"    24,800",2022.1.7
62,세진에버그린B동,2003,84.63,2, 구서동,금샘로,00447,1005-3,"    27,800",2022.1.8
63,명승명가,2006,84.87,8, 구서동,두실로,00005,162-1,"    22,000",2022.1.8
64,청아리치타운,2003,84.24,3, 구서동,중앙대로,01963,162-8,"    20,000",2022.1.10
65,구서신동아,1997,59.79,5, 구서동,중앙대로1929번길,00048,165-1,"    25,000",2022.1.12
66,구서신동아,1997,59.79,5, 구서동,중앙대로1929번길,00048,165-1,"    25,000",2022.1.12
67,구서우성,1994,73.08,6, 구서동,구서중앙로,00049,1027-1,"    30,000",2022.1.14
68,구서동롯데캐슬골드2단지(1049),2006,110.72,12, 구서동,금강로,00503,1049,"    81,000",2022.1.14
69,석탑그레이스빌,2005,84.99,4, 구서동,중앙대로,01938,177-9,"    24,700",2022.1.14
70,새천년골든밸류빌,2003,97.2775,13, 구서동,수림로72번길,00146,413-8,"    37,800",2022.1.15
71,구서동롯데캐슬골드2단지(1049),2006,84.98,9, 구서동,금강로,00503,1049,"    66,250",2022.1.19
72,진흥목화,2001,84.9918,6, 구서동,중앙대로1901번길,00019,201-7,"    33,300",2022.1.21
73,구서동쌍용예가1단지,2010,157.7983,3, 구서동,금샘로,00261,1053,"    94,000",2022.1.22
74,구서동쌍용예가2단지,2010,132.3946,13, 구서동,금샘로,00262,1059,"   105,000",2022.1.22
75,선경3,1989,84.96,15, 구서동,금강로565번길,00054,1006-2,"    50,000",2022.1.25
76,태평양,1994,63.27,2, 구서동,체육공원로,00056,75,"    14,000",2022.1.25
77,구서우성,1994,84.97,8, 구서동,구서중앙로,00049,1027-1,"    27,500",2022.1.27
78,윤성리버티,2019,47.6948,18, 장전동,온천장로125번길,00028,604-12,"    23,000",2022.1.3
79,엘지금정,1997,59.973,16, 장전동,금강로,00217,482-14,"    23,700",2022.1.7
80,장전경보,1997,157.04,14, 장전동,식물원로75번길,00033,581,"    50,200",2022.1.8
81,장전경보,1997,157.04,14, 장전동,식물원로75번길,00033,581,"    50,500",2022.1.8
82,정우골든시티,2019,73.06,7, 장전동,온천장로125번길,00028,604-48,"    37,400",2022.1.10
83,온천아이브,2016,47.8968,15, 장전동,금강로,00184,576-8,"    22,600",2022.1.13
84,벽산블루밍장전디자인시티2단지,2012,84.99,4, 장전동,금강로,00225,717,"    60,500",2022.1.15
85,허브팰리스장전,2019,73.8558,26, 장전동,식물원로9번길,00010,607-7,"    37,000",2022.1.16
86,금정산한신,1997,74.98,4, 장전동,소정로,00039,521-62,"    23,500",2022.1.17
87,금정산쌍용예가,2012,84.9024,18, 장전동,금강로379번길,00050,732,"    59,500",2022.1.17
88,금정산한신,1997,74.98,21, 장전동,소정로,00039,521-62,"    25,300",2022.1.21
89,허브팰리스장전,2019,77.6481,26, 장전동,식물원로9번길,00010,607-7,"    40,100",2022.1.22
90,금정산쌍용예가,2012,84.86,15, 장전동,금강로379번길,00050,732,"    65,000",2022.1.24
91,벽산블루밍장전디자인시티2단지,2012,59.99,6, 장전동,금강로,00225,717,"    49,000",2022.1.27
92,벽산블루밍장전디자인시티2단지,2012,84.99,20, 장전동,금강로,00225,717,"    65,000",2022.1.27
93,삼성부곡,1982,43.01,4, 부곡동,동부곡로15번길,00068,278-3,"     9,400",2022.1.3
94,동원,1981,56.76,2, 부곡동,부곡로,00121,296-15,"    27,000",2022.1.5
95,뉴그린1,1990,54.9,1, 부곡동,동현로,00103,962,"    21,650",2022.1.6
96,우신뉴타운,1995,59.82,6, 부곡동,중앙대로1667번길,00008,235-5,"    30,500",2022.1.6
97,부곡동대동다:숲,2007,84.9788,15, 부곡동,부곡로,00032,788,"    47,000",2022.1.8
98,현대,1989,71.66,11, 부곡동,동부곡로27번길,00085,364-15,"    16,600",2022.1.10
99,금정,1977,51.17,4, 부곡동,오시게로,00004,896-4,"    15,000",2022.1.11
100,부전베스트,1990,71.64,3,기장읍 동부리,차성동로142번길,00012,377-1,"    13,500",2022.1.8
101,삼화펠리스힐아파트,2016,73.8194,9,기장읍 동부리,배산로68번길,00016,509,"    16,700",2022.1.20
102,대진로얄,1990,67.92,6,기장읍 동부리,차성로326번길,00009,133-8,"    14,900",2022.1.24
103,애경아트빌,2002,79.925,3,기장읍 동부리,차성로332번길,00002,133-10,"    15,700",2022.1.24
104,문화그린맨션,1993,59.91,5,기장읍 교리,차성로417번길,00021,65,"    13,500",2022.1.10
105,경보이리스힐아파트,2017,69.3133,3,기장읍 교리,차성로417번길,00005,368,"    24,100",2022.1.10
106,태영,1995,84.975,16,기장읍 교리,차성로441번길,00007,14-5,"    22,800",2022.1.15
107,태영,1995,59.75,3,기장읍 교리,차성로441번길,00007,14-5,"    17,000",2022.1.18
108,태영,1995,59.75,4,기장읍 교리,차성로441번길,00007,14-5,"    15,500",2022.1.21
109,이진테마빌,2000,51.2689,1,기장읍 서부리,배산로8번길,00065,402,"     9,700",2022.1.1
110,노이하우스3차,2004,84.92,2,기장읍 서부리,읍내로15번길,00021,64-1,"    19,500",2022.1.10
111,이진테마빌,2000,48.598,1,기장읍 서부리,배산로8번길,00065,402,"    10,150",2022.1.10
112,이진테마빌,2000,59.0604,20,기장읍 서부리,배산로8번길,00051,402,"    14,450",2022.1.13
113,서부주공,2001,59.92,8,기장읍 서부리,차성서로,00123,101,"    22,000",2022.1.24
114,이진테마빌,2000,48.598,11,기장읍 서부리,배산로8번길,00065,402,"    13,300",2022.1.25
115,대라주공,1985,39.72,3,기장읍 대라리,대청로35번길,00049,128-11,"    19,000",2022.1.4
116,이진캐스빌,2003,49.2,9,기장읍 대라리,차성서로,00051,240,"    15,500",2022.1.4
117,이진캐스빌골드,2004,84.5689,16,기장읍 대라리,대청로,00007,251,"    30,000",2022.1.7
118,이진캐스빌,2003,59.91,18,기장읍 대라리,차성서로,00051,240,"    20,200",2022.1.8
119,동국에버리치,2013,63.38,10,기장읍 대라리,차성동로50번길,00005,89-2,"    15,400",2022.1.15
120,가화랜드빌5차,2007,59.8027,5,기장읍 대라리,차성서로,00061,643-1,"    14,800",2022.1.20
121,가화랜드빌5차,2007,59.8027,5,기장읍 대라리,차성서로,00061,643-1,"    14,800",2022.1.20
122,대라주공,1985,39.72,2,기장읍 대라리,대청로35번길,00049,128-11,"    16,300",2022.1.24
123,이진캐스빌,2003,59.91,5,기장읍 대라리,차성서로,00051,240,"    20,000",2022.1.24
124,대라주공,1985,39.72,5,기장읍 대라리,대청로35번길,00049,128-11,"    16,000",2022.1.24
125,센트리움기장,2021,67.037,11,기장읍 대라리,차성동로51번길,00001,88-22,"    27,650",2022.1.25
126,이진캐스빌,2003,59.91,3,기장읍 대라리,차성서로,00051,240,"    20,000",2022.1.26
127,이진캐스빌,2003,59.91,16,기장읍 대라리,차성서로,00051,240,"    20,100",2022.1.29
128,우신네오빌,2003,84.9888,16,기장읍 청강리,청강로,00076,144,"    29,000",2022.1.3
129,우신네오빌,2003,84.9888,9,기장읍 청강리,청강로,00076,144,"    28,500",2022.1.3
130,우신네오빌,2003,84.9888,3,기장읍 청강리,청강로,00076,144,"    26,500",2022.1.5
131,청강주공,1990,39.69,3,기장읍 청강리,청강로,00006,333,"    22,700",2022.1.17
132,씨앤스타빌,2014,49.96,12,기장읍 청강리,기장대로,00470,258,"    13,000",2022.1.17
133,청강주공,1990,39.3,5,기장읍 청강리,청강로,00006,333,"    17,000",2022.1.21
134,우신네오빌,2003,84.9888,11,기장읍 청강리,청강로,00076,144,"    27,500",2022.1.21
135,현대,1993,84.6,1,기장읍 청강리,기장대로,00563,18-2,"    40,200",2022.1.27
136,현대,1993,84.6,13,기장읍 청강리,기장대로,00563,18-2,"    43,500",2022.1.28
137,동부산관광단지삼정그린코아더베스트,2017,84.9887,1,기장읍 내리,기장대로,00082,792,"    62,500",2022.1.7
138,동부산관광단지삼정그린코아더베스트,2017,79.9755,8,기장읍 내리,기장대로,00082,792,"    60,000",2022.1.9
139,정관가화만사성더테라스1차,2017,84.9623,4,정관읍 방곡리,구연방곡로,00120,407,"    45,800",2022.1.1
140,가화만사성정관타운,2014,84.7768,2,정관읍 방곡리,방곡로,00039,380,"    21,900",2022.1.5
141,부산정관지구이지더원5차아파트,2015,68.414,5,정관읍 방곡리,방곡로,00029,378,"    26,700",2022.1.10
142,부산정관지구이지더원5차아파트,2015,68.414,12,정관읍 방곡리,방곡로,00029,378,"    26,800",2022.1.11
143,부산정관지구이지더원5차아파트,2015,68.414,8,정관읍 방곡리,방곡로,00029,378,"    26,500",2022.1.12
144,정관가화만사성더테라스1차,2017,60.1758,4,정관읍 방곡리,구연방곡로,00120,407,"    32,000",2022.1.15
145,부산정관지구이지더원5차아파트,2015,68.414,7,정관읍 방곡리,방곡로,00029,378,"    27,000",2022.1.21
146,부산정관지구이지더원5차아파트,2015,70.7431,2,정관읍 방곡리,방곡로,00029,378,"    26,200",2022.1.27
147,정관가화만사성더테라스1차,2017,60.1758,2,정관읍 방곡리,구연방곡로,00120,407,"    31,000",2022.1.28
148,두리아,2001,77.24,2,정관읍 방곡리,,00008,269-6,"    12,800",2022.1.29
149,정관2차동원로얄듀크,2013,59.997,19,정관읍 매학리,,00012,723,"    36,000",2022.1.4
150,신원,2000,59.99,8, 대연동,황령대로319번가길,00158,245-137,"    17,800",2022.1.1
151,마마(1781-66),1988,70.955,1, 대연동,진남로127번길,00076,1781-66,"    26,700",2022.1.2
152,중앙(1781-80),1971,44.96,4, 대연동,수영로49번나길,00051,1781-80,"    15,250",2022.1.2
153,삼익그린,2001,84.98,13, 대연동,황령대로319번가길,00142,245-23,"    25,500",2022.1.3
154,경동메르빌,2005,84.9302,5, 대연동,황령대로319번길,00026,252-1,"    38,500",2022.1.3
155,햇살좋은집,2017,44.4925,2, 대연동,못골번영로49번길,00017,1506-19,"    23,700",2022.1.4
156,대동레미안,2011,62.84,6, 대연동,못골번영로66번길,00018,1482-2,"    24,850",2022.1.6
157,대동아이파크,2015,62.55,1, 대연동,진남로46번길,00061,1482-1,"    24,500",2022.1.6
158,벽산e-솔렌스힐,2015,16.6503,14, 대연동,수영로,00283,384-26,"     9,600",2022.1.6
159,신원,2000,134.98,17, 대연동,황령대로319번가길,00158,245-137,"    28,000",2022.1.7
160,마로니에타운,2003,22.44,7, 대연동,수영로325번길,00011,86-3,"     6,500",2022.1.8
161,경동메르빌,2005,59.9094,4, 대연동,황령대로319번길,00026,252-1,"    29,000",2022.1.8
162,대동아이파크,2015,63.59,5, 대연동,진남로46번길,00061,1482-1,"    24,500",2022.1.12
163,대영(967-1),1976,65.69,3, 대연동,석포로126번길,00004,967-1,"    16,000",2022.1.13
164,대연자이,2019,50.9684,15, 대연동,유엔로,00246,1912,"    53,000",2022.1.13
165,디어하임B,2012,84.008,5, 대연동,진남로96번가길,00018,1800-40,"    31,000",2022.1.13
166,대연SKVIEWHills,2018,84.9639,3, 대연동,수영로,00261,1903,"    92,000",2022.1.14
167,대연롯데캐슬레전드1단지,2018,84.98,19, 대연동,수영로,00135,1872,"    89,000",2022.1.14
168,대연롯데캐슬레전드1단지,2018,59.94,18, 대연동,수영로,00135,1872,"    66,000",2022.1.14
169,파크뷰빌리지,2002,84.62,2, 대연동,유엔평화로41번길,00041,877-12,"    22,100",2022.1.15
170,은하,2006,77.725,4, 대연동,못골번영로66번길,00055,281-11,"    19,400",2022.1.15
171,대연힐타운,1997,160.145,3, 대연동,진남로,00082,1543-47,"    39,750",2022.1.15
172,벽산e-솔렌스힐,2015,16.6503,4, 대연동,수영로,00283,384-26,"     8,600",2022.1.16
173,글로리리치빌,2002,84.91,5, 대연동,못골번영로,00028,1457-1,"    26,000",2022.1.17
174,대연힐스테이트푸르지오,2013,84.92,21, 대연동,수영로,00345,1858,"    93,000",2022.1.17
175,대연그린(281-52),1995,84.6,11, 대연동,못골번영로66번길,00069,281-52,"    20,000",2022.1.18
176,대우그린1,1997,134.78,2, 대연동,황령대로319번가길,00190,245,"    38,900",2022.1.19
177,신원,2000,84.15,16, 대연동,황령대로319번가길,00158,245-137,"    23,000",2022.1.20
178,대연자이,2019,39.9195,16, 대연동,유엔로,00246,1912,"    37,500",2022.1.21
179,대우그린1,1997,84.95,2, 대연동,황령대로319번가길,00190,245,"    26,500",2022.1.26
180,마마(1781-66),1988,84.075,2, 대연동,진남로127번길,00076,1781-66,"    28,000",2022.1.28
181,대동레미안7,2015,49.37,2, 대연동,수영로208번길,00015,1750-11,"    19,450",2022.1.28
182,대동레미안7,2015,49.37,2, 대연동,수영로208번길,00015,1750-11,"    19,450",2022.1.28
183,대동레미안7,2015,49.37,2, 대연동,수영로208번길,00015,1750-11,"    19,400",2022.1.28
184,중앙(1781-80),1971,44.96,2, 대연동,수영로49번나길,00051,1781-80,"    14,000",2022.1.28
185,용연파크,2003,73.68,2, 용호동,용호로110번길,00005,369-2,"    20,500",2022.1.1
186,신익타워,1993,84.9,4, 용호동,동명로,00189,514-26,"    19,800",2022.1.2
187,더블유,2018,144.181,55, 용호동,분포로,00145,954,"   260,000",2022.1.6
188,경동,1992,114.63,11, 용호동,동명로,00202,519-5,"    34,750",2022.1.7
189,동일타운,1991,84.97,5, 용호동,동명로170번길,00093,522-2,"    24,000",2022.1.8
190,롯데캐슬아인스,2007,59.9329,22, 용호동,용호로231번길,00062,776-12,"    27,800",2022.1.8
191,오륙도 뜨란채,2000,75.76,5, 용호동,용호로269번길,00029,563-1,"    24,000",2022.1.8
192,도시타워,1993,59.99,8, 용호동,용호로232번길,00031,538-40,"    12,400",2022.1.12
193,삼성,1989,48.69,5, 용호동,용호로232번길,00049,537-11,"     5,500",2022.1.12
194,동림빌라(B),1993,59.94,2, 용호동,동명로145번가길,00016,392-6,"    25,000",2022.1.13
195,경동,1992,58.53,13, 용호동,동명로,00202,519-5,"    14,000",2022.1.18
196,오륙도에스케이뷰,2008,174.107,2, 용호동,오륙도로,00085,944,"    99,000",2022.1.20
197,벽산화이트타워,1994,84.92,15, 용호동,용호로269번길,00090,776-3,"    20,000",2022.1.24
198,동부타워,1992,84.85,11, 용호동,동명로,00193,514-1,"    24,500",2022.1.26
199,협진태양,1988,59.8,3, 용호동,용호로198번길,00037,536-18,"    19,000",2022.1.26
200,초량베스티움센트럴베이,2021,84.963,5, 초량동,홍곡로,00037,723,"    77,800",2022.1.3
201,범양레우스센트럴베이,2020,84.9473,28, 초량동,초량중로,00114,1226,"    74,000",2022.1.8
202,토마하우스,1999,66.74,5, 초량동,중앙대로179번길,00030,591-4,"    11,000",2022.1.10
203,남평N-CITY,2016,55.7382,2, 초량동,중앙대로308번길,00007,1156-4,"    17,850",2022.1.11
204,반도보라스카이뷰,2006,84.795,14, 초량동,중앙대로320번길,00010,1155,"    42,000",2022.1.30
205,아르미나아파트,2001,58.66,3, 수정동,홍곡남로,00050,1048-35,"    19,600",2022.1.5
206,아르미나아파트,2001,84.9,2, 수정동,홍곡남로,00050,1048-35,"    25,900",2022.1.11
207,동원빌라,1986,66.78,3, 수정동,수정공원로105번길,00006,512-2,"    10,000",2022.1.25
208,좌천서린엘마르더뷰,2018,59.8947,4, 좌천동,망양로,00850,1170,"    29,800",2022.1.3
209,좌천시민(741-1),1962,36.4,3, 좌천동,성북로22번길,00017,741-1,"     3,900",2022.1.4
210,좌천현대,1978,56.23,3, 좌천동,증산로,00095,784-3,"     6,200",2022.1.10
211,좌천시민(741-1),1962,36.4,1, 좌천동,성북로22번길,00017,741-1,"     2,000",2022.1.11
212,좌천서린엘마르더뷰,2018,59.8947,19, 좌천동,망양로,00850,1170,"    31,500",2022.1.11
213,그린아일,2004,81.31,8, 좌천동,고관로,00172,630,"    20,900",2022.1.12
214,제일,1962,43,5, 좌천동,증산로,00101,734-4,"     4,000",2022.1.14
215,그린아일,2004,82.71,4, 좌천동,고관로,00172,630,"    21,000",2022.1.17
216,동원드림타운,2002,80.4723,19, 좌천동,고관로,00173,808,"    33,000",2022.1.18
217,문화,1962,39.67,3, 좌천동,증산동로,00053,728-3,"     6,750",2022.1.20
218,문화,1962,39.67,2, 좌천동,증산로113번길,00006,728-3,"     6,400",2022.1.20
219,좌천서린엘마르더뷰,2018,59.8947,17, 좌천동,망양로,00850,1170,"    29,500",2022.1.25
220,좌천현대,1978,56.23,3, 좌천동,증산로,00095,784-3,"     6,200",2022.1.29
221,범일동서면영동리원,2018,53.3888,7, 범일동,범곡북로,00015,1307-14,"    18,500",2022.1.3
222,진흥마제스타워범일,2010,120.995,6, 범일동,자성로133번길,00006,830-296,"    57,000",2022.1.5
223,오션브릿지,2018,84.98,12, 범일동,범일로,00041,1655,"    59,000",2022.1.12
224,두산위브포세이돈2,2006,127.24,2, 범일동,자성로116번길,00002,825-7,"    70,000",2022.1.14
225,범일역이즈팰리스,2016,46.78,15, 범일동,조방로26번길,00007,830-197,"    22,450",2022.1.26
226,오션브릿지,2018,59.92,9, 범일동,범일로,00041,1655,"    48,000",2022.1.29
227,동양맨션,1982,47.11,4, 명장동,명서로,00160,300-55,"    23,000",2022.1.8
228,e편한세상동래명장1단지,2019,76.33,19, 명장동,명장로,00065,623,"    67,500",2022.1.8
229,명장경동,1992,84.51,9, 명장동,명서로,00182,22-1,"    38,000",2022.1.12
230,새동양맨숀,1983,56.02,5, 명장동,명장로64번길,00036,143-2,"    10,000",2022.1.19
231,아이뷰파크,2021,58.3975,15, 명장동,명안로78번길,00025,136-9,"    28,750",2022.1.24
232,동남타워,1992,56.12,3, 명장동,시실로,00156,517-2,"    12,000",2022.1.25
233,조양,1983,60.69,1, 명장동,반송로273번길,00002,24-1,"    41,000",2022.1.28
234,안락현대,2001,84.83,18, 안락동,삼어로,00009,15-26,"    44,500",2022.1.5
235,안락뜨란채2단지,2005,59.98,2, 안락동,연안로,00074,1242,"    42,800",2022.1.5
236,안락뜨란채1단지,2005,74.65,6, 안락동,연안로,00071,1240,"    47,000",2022.1.5
237,안락현대,2001,59.87,16, 안락동,삼어로,00009,15-26,"    33,000",2022.1.15
238,안락경동리인,2015,55.3581,27, 안락동,온천천로471번길,00010,1258,"    50,000",2022.1.19
239,한성기린,1987,46.61,4, 안락동,온천천로431번길,00042,632-1,"    21,700",2022.1.20
240,에스케이쁘띠메종,2000,59.52,10, 안락동,삼어로,00012,15-3,"    33,000",2022.1.24
241,안락경동리인,2015,84.9844,10, 안락동,충렬대로446번길,00067,1258,"    69,800",2022.1.25
242,동부산아이존빌,2003,84.9015,7, 안락동,충렬대로428번길,00049,598,"    35,500",2022.1.26
243,광림,1984,78.3,2, 낙민동,낙민로,00013,187-1,"    64,000",2022.1.10
244,중앙하이츠2,1996,59.9,6, 낙민동,안남로,00036,90-6,"    30,000",2022.1.11
245,동래우성,1997,84.876,9, 낙민동,안남로,00009,83-1,"    37,800",2022.1.15
246,포레나동래,2019,84.8287,28, 낙민동,온천천로339번길,00051,326,"    76,000",2022.1.22
247,동래벽산,1997,59.916,5, 낙민동,안남로,00047,92-9,"    31,300",2022.1.25
248,중앙하이츠1,1994,59.9,18, 낙민동,안남로31번길,00010,91-2,"    28,000",2022.1.26
249,명륜2차아이파크1단지,2015,84.8232,1, 명륜동,시실로,00049,782,"    71,500",2022.1.9
250,반도보라스카이뷰,2006,84.9501,11, 온천동,아시아드대로,00234,1412-1,"    62,000",2022.1.2
251,위너비타,2003,23.45,4, 온천동,온천장로,00102,164-66,"     5,000",2022.1.4
252,대동타운,1998,59.54,5, 온천동,금정마을로,00120,1129-4,"    26,800",2022.1.7
253,동래3차SKVIEW,2021,74.865,28, 온천동,온천장로65번길,00009,1850,"    40,000",2022.1.7
254,위너비타,2003,23.25,4, 온천동,온천장로,00102,164-66,"     5,200",2022.1.7
255,동래대우,2002,59.9467,25, 온천동,충렬대로140번길,00041,1457-1,"    45,500",2022.1.8
256,반도,1984,100.44,10, 온천동,금강공원로,00037,189-134,"    32,300",2022.1.10
257,삼정그린코아,2003,59.83,7, 온천동,쇠미로129번길,00091,1654,"    17,900",2022.1.12
258,SK허브올리브,2006,26.46,4, 온천동,금강공원로,00002,161-1,"     9,200",2022.1.12
259,위너비타,2003,23.45,13, 온천동,온천장로,00102,164-66,"     5,200",2022.1.12
260,동래3차SKVIEW,2021,84.873,26, 온천동,온천장로65번길,00009,1850,"    41,599",2022.1.14
261,은우아일레,2017,61.9038,13, 온천동,금강로,00100,192-6,"    23,900",2022.1.15
262,신화타워,1999,59.79,12, 온천동,온천장로,00020,456-29,"    20,000",2022.1.18
263,지성캐슬,2019,69.49,4, 온천동,충렬대로86번길,00102,1464-11,"    25,700",2022.1.18
264,동래3차SKVIEW,2021,84.881,9, 온천동,온천장로65번길,00009,1850,"    39,607",2022.1.18
265,동래3차SKVIEW,2021,84.881,9, 온천동,온천장로65번길,00009,1850,"    39,607",2022.1.18
266,서림온천빌라,2001,84.94,3, 온천동,아시아드대로231번길,00053,1243-8,"    38,000",2022.1.18
