아파트명,건축일,주소,세대,동,평,매매시세,전세시세,면적,층,실거래가(만원),거래일자,URL,이미지URL
삼창,1985,부산시 금정구 남산동,140세대,총4동,53㎡ ~ 85㎡,"3억2,000 ~ 4억","9,000 ~ 1억2,500",65.43,3,22700,2020.1.6,https://new.land.naver.com/complexes/4098?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2F20150617_282%2Fpdcha32450_1434468159567woQiy_JPEG%2F3.jpg
삼창,1985,부산시 금정구 남산동,140세대,총4동,53㎡ ~ 85㎡,"3억2,000 ~ 4억","9,000 ~ 1억2,500",65.43,3,22300,2020.2.8,https://new.land.naver.com/complexes/4098?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2F20150617_282%2Fpdcha32450_1434468159567woQiy_JPEG%2F3.jpg
삼창,1985,부산시 금정구 남산동,140세대,총4동,53㎡ ~ 85㎡,"3억2,000 ~ 4억","9,000 ~ 1억2,500",44.28,3,16950,2020.3.25,https://new.land.naver.com/complexes/4098?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2F20150617_282%2Fpdcha32450_1434468159567woQiy_JPEG%2F3.jpg
삼창,1985,부산시 금정구 남산동,140세대,총4동,53㎡ ~ 85㎡,"3억2,000 ~ 4억","9,000 ~ 1억2,500",73.26,3,25100,2020.4.24,https://new.land.naver.com/complexes/4098?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2F20150617_282%2Fpdcha32450_1434468159567woQiy_JPEG%2F3.jpg
삼창,1985,부산시 금정구 남산동,140세대,총4동,53㎡ ~ 85㎡,"3억2,000 ~ 4억","9,000 ~ 1억2,500",65.43,4,23200,2020.6.5,https://new.land.naver.com/complexes/4098?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2F20150617_282%2Fpdcha32450_1434468159567woQiy_JPEG%2F3.jpg
삼창,1985,부산시 금정구 남산동,140세대,총4동,53㎡ ~ 85㎡,"3억2,000 ~ 4억","9,000 ~ 1억2,500",65.43,3,20500,2020.6.10,https://new.land.naver.com/complexes/4098?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2F20150617_282%2Fpdcha32450_1434468159567woQiy_JPEG%2F3.jpg
삼창,1985,부산시 금정구 남산동,140세대,총4동,53㎡ ~ 85㎡,"3억2,000 ~ 4억","9,000 ~ 1억2,500",65.43,2,25000,2020.6.17,https://new.land.naver.com/complexes/4098?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2F20150617_282%2Fpdcha32450_1434468159567woQiy_JPEG%2F3.jpg
삼창,1985,부산시 금정구 남산동,140세대,총4동,53㎡ ~ 85㎡,"3억2,000 ~ 4억","9,000 ~ 1억2,500",65.43,4,23000,2020.7.27,https://new.land.naver.com/complexes/4098?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2F20150617_282%2Fpdcha32450_1434468159567woQiy_JPEG%2F3.jpg
삼창,1985,부산시 금정구 남산동,140세대,총4동,53㎡ ~ 85㎡,"3억2,000 ~ 4억","9,000 ~ 1억2,500",64.17,4,29000,2020.8.25,https://new.land.naver.com/complexes/4098?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2F20150617_282%2Fpdcha32450_1434468159567woQiy_JPEG%2F3.jpg
삼창,1985,부산시 금정구 남산동,140세대,총4동,53㎡ ~ 85㎡,"3억2,000 ~ 4억","9,000 ~ 1억2,500",64.17,4,27500,2020.10.3,https://new.land.naver.com/complexes/4098?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2F20150617_282%2Fpdcha32450_1434468159567woQiy_JPEG%2F3.jpg
삼창,1985,부산시 금정구 남산동,140세대,총4동,53㎡ ~ 85㎡,"3억2,000 ~ 4억","9,000 ~ 1억2,500",68.22,3,24000,2020.10.7,https://new.land.naver.com/complexes/4098?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2F20150617_282%2Fpdcha32450_1434468159567woQiy_JPEG%2F3.jpg
삼창,1985,부산시 금정구 남산동,140세대,총4동,53㎡ ~ 85㎡,"3억2,000 ~ 4억","9,000 ~ 1억2,500",64.17,4,29000,2020.10.23,https://new.land.naver.com/complexes/4098?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2F20150617_282%2Fpdcha32450_1434468159567woQiy_JPEG%2F3.jpg
삼창,1985,부산시 금정구 남산동,140세대,총4동,53㎡ ~ 85㎡,"3억2,000 ~ 4억","9,000 ~ 1억2,500",68.22,5,30800,2020.10.28,https://new.land.naver.com/complexes/4098?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2F20150617_282%2Fpdcha32450_1434468159567woQiy_JPEG%2F3.jpg
삼창,1985,부산시 금정구 남산동,140세대,총4동,53㎡ ~ 85㎡,"3억2,000 ~ 4억","9,000 ~ 1억2,500",64.17,4,27500,2020.12.4,https://new.land.naver.com/complexes/4098?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2F20150617_282%2Fpdcha32450_1434468159567woQiy_JPEG%2F3.jpg
삼창,1985,부산시 금정구 남산동,140세대,총4동,53㎡ ~ 85㎡,"3억2,000 ~ 4억","9,000 ~ 1억2,500",65.43,3,27200,2020.12.14,https://new.land.naver.com/complexes/4098?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2F20150617_282%2Fpdcha32450_1434468159567woQiy_JPEG%2F3.jpg
삼창,1985,부산시 금정구 남산동,140세대,총4동,53㎡ ~ 85㎡,"3억2,000 ~ 4억","9,000 ~ 1억2,500",64.17,2,18500,2021.1.25,https://new.land.naver.com/complexes/4098?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2F20150617_282%2Fpdcha32450_1434468159567woQiy_JPEG%2F3.jpg
삼창,1985,부산시 금정구 남산동,140세대,총4동,53㎡ ~ 85㎡,"3억2,000 ~ 4억","9,000 ~ 1억2,500",68.22,1,39000,2021.3.9,https://new.land.naver.com/complexes/4098?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2F20150617_282%2Fpdcha32450_1434468159567woQiy_JPEG%2F3.jpg
삼창,1985,부산시 금정구 남산동,140세대,총4동,53㎡ ~ 85㎡,"3억2,000 ~ 4억","9,000 ~ 1억2,500",65.43,3,37000,2021.5.3,https://new.land.naver.com/complexes/4098?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2F20150617_282%2Fpdcha32450_1434468159567woQiy_JPEG%2F3.jpg
삼창,1985,부산시 금정구 남산동,140세대,총4동,53㎡ ~ 85㎡,"3억2,000 ~ 4억","9,000 ~ 1억2,500",65.43,5,38000,2021.6.19,https://new.land.naver.com/complexes/4098?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2F20150617_282%2Fpdcha32450_1434468159567woQiy_JPEG%2F3.jpg
삼창,1985,부산시 금정구 남산동,140세대,총4동,53㎡ ~ 85㎡,"3억2,000 ~ 4억","9,000 ~ 1억2,500",64.17,2,34000,2021.8.14,https://new.land.naver.com/complexes/4098?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2F20150617_282%2Fpdcha32450_1434468159567woQiy_JPEG%2F3.jpg
삼창,1985,부산시 금정구 남산동,140세대,총4동,53㎡ ~ 85㎡,"3억2,000 ~ 4억","9,000 ~ 1억2,500",64.17,4,38500,2021.12.25,https://new.land.naver.com/complexes/4098?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2F20150617_282%2Fpdcha32450_1434468159567woQiy_JPEG%2F3.jpg
청파파크맨션,1984,부산시 금정구 남산동,74세대,총1동,65㎡ ~ 83㎡,정보없음,정보없음,60.21,5,18500,2020.2.14,https://new.land.naver.com/complexes/12125?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA2MTRfOTcg%2FMDAxNjU1MTM5NDg2ODkx._HxjqgCpvPU8rbcKpCUWQsE6JcMy6Ev_8VnSzyBy_qsg.KJDF4-hylk8WMih5bT103cw29Q2S6qQUVQKsP5AtPOQg.JPEG.collie20202%2FSmartSelect%25A3%25DF20220614%25A3%25AD013611%25A3%25DFGallery.jpg
청파파크맨션,1984,부산시 금정구 남산동,74세대,총1동,65㎡ ~ 83㎡,정보없음,정보없음,66.24,1,22500,2020.5.16,https://new.land.naver.com/complexes/12125?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA2MTRfOTcg%2FMDAxNjU1MTM5NDg2ODkx._HxjqgCpvPU8rbcKpCUWQsE6JcMy6Ev_8VnSzyBy_qsg.KJDF4-hylk8WMih5bT103cw29Q2S6qQUVQKsP5AtPOQg.JPEG.collie20202%2FSmartSelect%25A3%25DF20220614%25A3%25AD013611%25A3%25DFGallery.jpg
청파파크맨션,1984,부산시 금정구 남산동,74세대,총1동,65㎡ ~ 83㎡,정보없음,정보없음,66.375,3,24000,2020.6.5,https://new.land.naver.com/complexes/12125?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA2MTRfOTcg%2FMDAxNjU1MTM5NDg2ODkx._HxjqgCpvPU8rbcKpCUWQsE6JcMy6Ev_8VnSzyBy_qsg.KJDF4-hylk8WMih5bT103cw29Q2S6qQUVQKsP5AtPOQg.JPEG.collie20202%2FSmartSelect%25A3%25DF20220614%25A3%25AD013611%25A3%25DFGallery.jpg
청파파크맨션,1984,부산시 금정구 남산동,74세대,총1동,65㎡ ~ 83㎡,정보없음,정보없음,58.905,4,22000,2020.9.30,https://new.land.naver.com/complexes/12125?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA2MTRfOTcg%2FMDAxNjU1MTM5NDg2ODkx._HxjqgCpvPU8rbcKpCUWQsE6JcMy6Ev_8VnSzyBy_qsg.KJDF4-hylk8WMih5bT103cw29Q2S6qQUVQKsP5AtPOQg.JPEG.collie20202%2FSmartSelect%25A3%25DF20220614%25A3%25AD013611%25A3%25DFGallery.jpg
청파파크맨션,1984,부산시 금정구 남산동,74세대,총1동,65㎡ ~ 83㎡,정보없음,정보없음,60.03,3,27000,2020.10.14,https://new.land.naver.com/complexes/12125?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA2MTRfOTcg%2FMDAxNjU1MTM5NDg2ODkx._HxjqgCpvPU8rbcKpCUWQsE6JcMy6Ev_8VnSzyBy_qsg.KJDF4-hylk8WMih5bT103cw29Q2S6qQUVQKsP5AtPOQg.JPEG.collie20202%2FSmartSelect%25A3%25DF20220614%25A3%25AD013611%25A3%25DFGallery.jpg
청파파크맨션,1984,부산시 금정구 남산동,74세대,총1동,65㎡ ~ 83㎡,정보없음,정보없음,61.875,1,28300,2020.11.1,https://new.land.naver.com/complexes/12125?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA2MTRfOTcg%2FMDAxNjU1MTM5NDg2ODkx._HxjqgCpvPU8rbcKpCUWQsE6JcMy6Ev_8VnSzyBy_qsg.KJDF4-hylk8WMih5bT103cw29Q2S6qQUVQKsP5AtPOQg.JPEG.collie20202%2FSmartSelect%25A3%25DF20220614%25A3%25AD013611%25A3%25DFGallery.jpg
청파파크맨션,1984,부산시 금정구 남산동,74세대,총1동,65㎡ ~ 83㎡,정보없음,정보없음,61.875,1,28300,2020.11.1,https://new.land.naver.com/complexes/12125?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA2MTRfOTcg%2FMDAxNjU1MTM5NDg2ODkx._HxjqgCpvPU8rbcKpCUWQsE6JcMy6Ev_8VnSzyBy_qsg.KJDF4-hylk8WMih5bT103cw29Q2S6qQUVQKsP5AtPOQg.JPEG.collie20202%2FSmartSelect%25A3%25DF20220614%25A3%25AD013611%25A3%25DFGallery.jpg
청파파크맨션,1984,부산시 금정구 남산동,74세대,총1동,65㎡ ~ 83㎡,정보없음,정보없음,61.875,1,28300,2020.11.1,https://new.land.naver.com/complexes/12125?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA2MTRfOTcg%2FMDAxNjU1MTM5NDg2ODkx._HxjqgCpvPU8rbcKpCUWQsE6JcMy6Ev_8VnSzyBy_qsg.KJDF4-hylk8WMih5bT103cw29Q2S6qQUVQKsP5AtPOQg.JPEG.collie20202%2FSmartSelect%25A3%25DF20220614%25A3%25AD013611%25A3%25DFGallery.jpg
청파파크맨션,1984,부산시 금정구 남산동,74세대,총1동,65㎡ ~ 83㎡,정보없음,정보없음,61.875,1,28300,2020.11.1,https://new.land.naver.com/complexes/12125?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA2MTRfOTcg%2FMDAxNjU1MTM5NDg2ODkx._HxjqgCpvPU8rbcKpCUWQsE6JcMy6Ev_8VnSzyBy_qsg.KJDF4-hylk8WMih5bT103cw29Q2S6qQUVQKsP5AtPOQg.JPEG.collie20202%2FSmartSelect%25A3%25DF20220614%25A3%25AD013611%25A3%25DFGallery.jpg
청파파크맨션,1984,부산시 금정구 남산동,74세대,총1동,65㎡ ~ 83㎡,정보없음,정보없음,60.21,3,29000,2020.11.4,https://new.land.naver.com/complexes/12125?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA2MTRfOTcg%2FMDAxNjU1MTM5NDg2ODkx._HxjqgCpvPU8rbcKpCUWQsE6JcMy6Ev_8VnSzyBy_qsg.KJDF4-hylk8WMih5bT103cw29Q2S6qQUVQKsP5AtPOQg.JPEG.collie20202%2FSmartSelect%25A3%25DF20220614%25A3%25AD013611%25A3%25DFGallery.jpg
청파파크맨션,1984,부산시 금정구 남산동,74세대,총1동,65㎡ ~ 83㎡,정보없음,정보없음,61.875,4,36000,2021.3.8,https://new.land.naver.com/complexes/12125?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA2MTRfOTcg%2FMDAxNjU1MTM5NDg2ODkx._HxjqgCpvPU8rbcKpCUWQsE6JcMy6Ev_8VnSzyBy_qsg.KJDF4-hylk8WMih5bT103cw29Q2S6qQUVQKsP5AtPOQg.JPEG.collie20202%2FSmartSelect%25A3%25DF20220614%25A3%25AD013611%25A3%25DFGallery.jpg
청파파크맨션,1984,부산시 금정구 남산동,74세대,총1동,65㎡ ~ 83㎡,정보없음,정보없음,61.875,3,36000,2021.7.22,https://new.land.naver.com/complexes/12125?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA2MTRfOTcg%2FMDAxNjU1MTM5NDg2ODkx._HxjqgCpvPU8rbcKpCUWQsE6JcMy6Ev_8VnSzyBy_qsg.KJDF4-hylk8WMih5bT103cw29Q2S6qQUVQKsP5AtPOQg.JPEG.collie20202%2FSmartSelect%25A3%25DF20220614%25A3%25AD013611%25A3%25DFGallery.jpg
청파파크맨션,1984,부산시 금정구 남산동,74세대,총1동,65㎡ ~ 83㎡,정보없음,정보없음,61.875,4,34000,2021.11.13,https://new.land.naver.com/complexes/12125?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA2MTRfOTcg%2FMDAxNjU1MTM5NDg2ODkx._HxjqgCpvPU8rbcKpCUWQsE6JcMy6Ev_8VnSzyBy_qsg.KJDF4-hylk8WMih5bT103cw29Q2S6qQUVQKsP5AtPOQg.JPEG.collie20202%2FSmartSelect%25A3%25DF20220614%25A3%25AD013611%25A3%25DFGallery.jpg
유창,1983,부산시 금정구 남산동,79세대,총1동,58㎡ ~ 83㎡,정보없음,정보없음,73.08,5,23500,2020.2.19,https://new.land.naver.com/complexes/10743?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDA3MjJfMTYg%2FMDAxNTk1MzgxODczMzM5.QMz84k_Yi1KFl705SM07CDh3yJokTGD9OoXaj6j6r18g.dFteTgCmjHDMZbb4f5fr2ds3UJMtuIj_HYiajh-1Dtwg.JPEG.kiwi116%2F55.jpg
유창,1983,부산시 금정구 남산동,79세대,총1동,58㎡ ~ 83㎡,정보없음,정보없음,75.96,1,23800,2020.3.31,https://new.land.naver.com/complexes/10743?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDA3MjJfMTYg%2FMDAxNTk1MzgxODczMzM5.QMz84k_Yi1KFl705SM07CDh3yJokTGD9OoXaj6j6r18g.dFteTgCmjHDMZbb4f5fr2ds3UJMtuIj_HYiajh-1Dtwg.JPEG.kiwi116%2F55.jpg
유창,1983,부산시 금정구 남산동,79세대,총1동,58㎡ ~ 83㎡,정보없음,정보없음,75.96,3,26800,2020.5.12,https://new.land.naver.com/complexes/10743?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDA3MjJfMTYg%2FMDAxNTk1MzgxODczMzM5.QMz84k_Yi1KFl705SM07CDh3yJokTGD9OoXaj6j6r18g.dFteTgCmjHDMZbb4f5fr2ds3UJMtuIj_HYiajh-1Dtwg.JPEG.kiwi116%2F55.jpg
유창,1983,부산시 금정구 남산동,79세대,총1동,58㎡ ~ 83㎡,정보없음,정보없음,50.94,5,17300,2020.5.12,https://new.land.naver.com/complexes/10743?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDA3MjJfMTYg%2FMDAxNTk1MzgxODczMzM5.QMz84k_Yi1KFl705SM07CDh3yJokTGD9OoXaj6j6r18g.dFteTgCmjHDMZbb4f5fr2ds3UJMtuIj_HYiajh-1Dtwg.JPEG.kiwi116%2F55.jpg
유창,1983,부산시 금정구 남산동,79세대,총1동,58㎡ ~ 83㎡,정보없음,정보없음,75.96,2,27000,2020.5.18,https://new.land.naver.com/complexes/10743?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDA3MjJfMTYg%2FMDAxNTk1MzgxODczMzM5.QMz84k_Yi1KFl705SM07CDh3yJokTGD9OoXaj6j6r18g.dFteTgCmjHDMZbb4f5fr2ds3UJMtuIj_HYiajh-1Dtwg.JPEG.kiwi116%2F55.jpg
유창,1983,부산시 금정구 남산동,79세대,총1동,58㎡ ~ 83㎡,정보없음,정보없음,75.96,2,27000,2020.5.18,https://new.land.naver.com/complexes/10743?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDA3MjJfMTYg%2FMDAxNTk1MzgxODczMzM5.QMz84k_Yi1KFl705SM07CDh3yJokTGD9OoXaj6j6r18g.dFteTgCmjHDMZbb4f5fr2ds3UJMtuIj_HYiajh-1Dtwg.JPEG.kiwi116%2F55.jpg
유창,1983,부산시 금정구 남산동,79세대,총1동,58㎡ ~ 83㎡,정보없음,정보없음,75.96,2,27000,2020.5.18,https://new.land.naver.com/complexes/10743?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDA3MjJfMTYg%2FMDAxNTk1MzgxODczMzM5.QMz84k_Yi1KFl705SM07CDh3yJokTGD9OoXaj6j6r18g.dFteTgCmjHDMZbb4f5fr2ds3UJMtuIj_HYiajh-1Dtwg.JPEG.kiwi116%2F55.jpg
유창,1983,부산시 금정구 남산동,79세대,총1동,58㎡ ~ 83㎡,정보없음,정보없음,75.96,2,27000,2020.5.18,https://new.land.naver.com/complexes/10743?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDA3MjJfMTYg%2FMDAxNTk1MzgxODczMzM5.QMz84k_Yi1KFl705SM07CDh3yJokTGD9OoXaj6j6r18g.dFteTgCmjHDMZbb4f5fr2ds3UJMtuIj_HYiajh-1Dtwg.JPEG.kiwi116%2F55.jpg
유창,1983,부산시 금정구 남산동,79세대,총1동,58㎡ ~ 83㎡,정보없음,정보없음,65.52,3,25300,2020.6.5,https://new.land.naver.com/complexes/10743?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDA3MjJfMTYg%2FMDAxNTk1MzgxODczMzM5.QMz84k_Yi1KFl705SM07CDh3yJokTGD9OoXaj6j6r18g.dFteTgCmjHDMZbb4f5fr2ds3UJMtuIj_HYiajh-1Dtwg.JPEG.kiwi116%2F55.jpg
유창,1983,부산시 금정구 남산동,79세대,총1동,58㎡ ~ 83㎡,정보없음,정보없음,73.08,1,24000,2020.6.13,https://new.land.naver.com/complexes/10743?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDA3MjJfMTYg%2FMDAxNTk1MzgxODczMzM5.QMz84k_Yi1KFl705SM07CDh3yJokTGD9OoXaj6j6r18g.dFteTgCmjHDMZbb4f5fr2ds3UJMtuIj_HYiajh-1Dtwg.JPEG.kiwi116%2F55.jpg
유창,1983,부산시 금정구 남산동,79세대,총1동,58㎡ ~ 83㎡,정보없음,정보없음,60.48,2,25500,2020.7.2,https://new.land.naver.com/complexes/10743?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDA3MjJfMTYg%2FMDAxNTk1MzgxODczMzM5.QMz84k_Yi1KFl705SM07CDh3yJokTGD9OoXaj6j6r18g.dFteTgCmjHDMZbb4f5fr2ds3UJMtuIj_HYiajh-1Dtwg.JPEG.kiwi116%2F55.jpg
유창,1983,부산시 금정구 남산동,79세대,총1동,58㎡ ~ 83㎡,정보없음,정보없음,67.5,5,29000,2020.7.7,https://new.land.naver.com/complexes/10743?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDA3MjJfMTYg%2FMDAxNTk1MzgxODczMzM5.QMz84k_Yi1KFl705SM07CDh3yJokTGD9OoXaj6j6r18g.dFteTgCmjHDMZbb4f5fr2ds3UJMtuIj_HYiajh-1Dtwg.JPEG.kiwi116%2F55.jpg
유창,1983,부산시 금정구 남산동,79세대,총1동,58㎡ ~ 83㎡,정보없음,정보없음,75.96,4,30000,2020.7.25,https://new.land.naver.com/complexes/10743?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDA3MjJfMTYg%2FMDAxNTk1MzgxODczMzM5.QMz84k_Yi1KFl705SM07CDh3yJokTGD9OoXaj6j6r18g.dFteTgCmjHDMZbb4f5fr2ds3UJMtuIj_HYiajh-1Dtwg.JPEG.kiwi116%2F55.jpg
유창,1983,부산시 금정구 남산동,79세대,총1동,58㎡ ~ 83㎡,정보없음,정보없음,50.94,1,23500,2020.8.7,https://new.land.naver.com/complexes/10743?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDA3MjJfMTYg%2FMDAxNTk1MzgxODczMzM5.QMz84k_Yi1KFl705SM07CDh3yJokTGD9OoXaj6j6r18g.dFteTgCmjHDMZbb4f5fr2ds3UJMtuIj_HYiajh-1Dtwg.JPEG.kiwi116%2F55.jpg
유창,1983,부산시 금정구 남산동,79세대,총1동,58㎡ ~ 83㎡,정보없음,정보없음,75.96,2,30500,2020.8.17,https://new.land.naver.com/complexes/10743?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDA3MjJfMTYg%2FMDAxNTk1MzgxODczMzM5.QMz84k_Yi1KFl705SM07CDh3yJokTGD9OoXaj6j6r18g.dFteTgCmjHDMZbb4f5fr2ds3UJMtuIj_HYiajh-1Dtwg.JPEG.kiwi116%2F55.jpg
유창,1983,부산시 금정구 남산동,79세대,총1동,58㎡ ~ 83㎡,정보없음,정보없음,65.52,1,27800,2020.8.22,https://new.land.naver.com/complexes/10743?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDA3MjJfMTYg%2FMDAxNTk1MzgxODczMzM5.QMz84k_Yi1KFl705SM07CDh3yJokTGD9OoXaj6j6r18g.dFteTgCmjHDMZbb4f5fr2ds3UJMtuIj_HYiajh-1Dtwg.JPEG.kiwi116%2F55.jpg
유창,1983,부산시 금정구 남산동,79세대,총1동,58㎡ ~ 83㎡,정보없음,정보없음,50.94,5,24000,2020.9.29,https://new.land.naver.com/complexes/10743?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDA3MjJfMTYg%2FMDAxNTk1MzgxODczMzM5.QMz84k_Yi1KFl705SM07CDh3yJokTGD9OoXaj6j6r18g.dFteTgCmjHDMZbb4f5fr2ds3UJMtuIj_HYiajh-1Dtwg.JPEG.kiwi116%2F55.jpg
유창,1983,부산시 금정구 남산동,79세대,총1동,58㎡ ~ 83㎡,정보없음,정보없음,75.96,2,30000,2020.10.19,https://new.land.naver.com/complexes/10743?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDA3MjJfMTYg%2FMDAxNTk1MzgxODczMzM5.QMz84k_Yi1KFl705SM07CDh3yJokTGD9OoXaj6j6r18g.dFteTgCmjHDMZbb4f5fr2ds3UJMtuIj_HYiajh-1Dtwg.JPEG.kiwi116%2F55.jpg
유창,1983,부산시 금정구 남산동,79세대,총1동,58㎡ ~ 83㎡,정보없음,정보없음,75.96,5,30700,2020.10.20,https://new.land.naver.com/complexes/10743?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDA3MjJfMTYg%2FMDAxNTk1MzgxODczMzM5.QMz84k_Yi1KFl705SM07CDh3yJokTGD9OoXaj6j6r18g.dFteTgCmjHDMZbb4f5fr2ds3UJMtuIj_HYiajh-1Dtwg.JPEG.kiwi116%2F55.jpg
유창,1983,부산시 금정구 남산동,79세대,총1동,58㎡ ~ 83㎡,정보없음,정보없음,75.96,2,32000,2020.11.2,https://new.land.naver.com/complexes/10743?tab=detail&rf=Y,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDA3MjJfMTYg%2FMDAxNTk1MzgxODczMzM5.QMz84k_Yi1KFl705SM07CDh3yJokTGD9OoXaj6j6r18g.dFteTgCmjHDMZbb4f5fr2ds3UJMtuIj_HYiajh-1Dtwg.JPEG.kiwi116%2F55.jpg
